"2007", 	"744988.5"
"2008", 	"751349.0"
"2009", 	"761531.0"
"2010", 	"773632.5"
"2011", 	"784959.0"
"2012", 	"794694.0"
"2013", 	"805022.5"
"2014", 	"816344.5"
"2015", 	"827688.0"
"2016", 	"839285.5"
